title_1,abstract_1,subcategory_1,subsubcategory_1,title_2,abstract_2,subcategory_2,subsubcategory_2,label
Signatures of valence fluctuations in CeCu2Si2 under high pressure,"Simultaneous resistivity and a.c.-specific heat measurements have been performed under pressure on single crystalline CeCu2Si2 to over 6 GPa in a hydrostatic helium pressure medium. A series of anomalies were observed around the pressure coinciding with a maximum in the superconducting critical temperature, $T_c^{max}$. These anomalies can be linked with an abrupt change of the Ce valence, and suggest a second quantum critical point at a pressure $P_v \simeq 4.5$ GPa, where critical valence fluctuations provide the superconducting pairing mechanism, as opposed to spin fluctuations at ambient pressure. Such a valence instability, and associated superconductivity, is predicted by an extended Anderson lattice model with Coulomb repulsion between the conduction and f-electrons. We explain the T-linear resistivity found at $P_v$ in this picture, while other anomalies found around $P_v$ can be qualitatively understood using the same model.",cond-mat,cond-mat.str-el,Mixed Bubbles in a one-dimensional Bose-Bose mixture,"We investigate a Bose-Bose mixture across the miscible-immiscible phase transition governed by quantum fluctuations in one dimension. We find the recently predicted so-called mixed bubbles as ground states close to the mean-field miscible-immiscible threshold. These bubbles form a pocket of miscibility, separated by one of the components. The collective excitations reflect the symmetry breaking resulting from the bubble formation. The partial miscibility of the system allows for persistent currents in an annular confinement. Intriguingly, the mixed bubble acts like an intrinsic weak link, connecting the rotational behavior of the mixed bubble state to current efforts in atomtronic applications.",cond-mat,cond-mat.quant-gas,0
Resonances as Probes of Heavy-Ion Collisions at ALICE,"Hadronic resonances serve as unique probes in the study of the hot and dense nuclear matter produced in heavy-ion collisions. Properties of the hadronic phase of the collision can be extracted from measurements of the suppression of resonance yields. A comparison of the transverse-momentum spectra of the phi(1020) meson and the proton (which have similar masses) can be used to study particle production mechanisms. Resonance measurements in pp collisions provide input for tuning QCD-inspired particle production models and serve as reference measurements for other collision systems. Measurements of resonances in p-Pb collisions allow nuclear effects in the absence of a hot and dense final state to be studied. The ALICE Collaboration has measured resonances in pp, p-Pb, and Pb-Pb collisions. These measurements will be discussed and compared to results from other experiments and to theoretical models.",nucl,nucl-ex,Electromagnetic Observables in Few-Nucleon Systems,"The electromagnetic probe is a very valuable tool to study the dynamics of few nucleons. It can be very helpful in shedding light on the not yet fully understood three-nucleon forces. We present an update on the theoretical studies of electromagnetic induced reactions, such as photo-disintegration and electron scattering off 4He. We will show that they potentially represent a tool to discriminate among three-nucleon forces. Then, we will discuss the charge radius and the nuclear electric polarizability of the 6He halo nucleus.",nucl,nucl-th,0
Spectrum in the presence of brane-localized mass on torus extra dimensions,"The lightest mass eigenvalue of a six-dimensional theory compactified on a torus is numerically evaluated in the presence of the brane-localized mass term. The dependence on the cutoff scale $\Lambda$ is non-negligible even when $\Lambda$ is two orders of magnitude above the compactification scale, which indicates that the mass eigenvalue is sensitive to the size of the brane, in contrast to five-dimensional theories. We obtain an approximate expression of the lightest mass in the thin brane limit, which well fits the numerical calculations, and clarifies its dependence on the torus moduli parameter $\tau$. We find that the lightest mass is typically much lighter than the compactification scale by an order of magnitude even in the limit of a large brane mass.",hep,hep-th,Constraining new physics in $b\to c\ell\nu$ transitions,"$B$ decays proceeding via $b\to c\ell\nu$ transitions with $\ell=e$ or $\mu$ are tree-level processes in the Standard Model. They are used to measure the CKM element $V_{cb}$, as such forming an important ingredient in the determination of e.g. the unitarity triangle; hence the question to which extent they can be affected by new physics contributions is important, specifically given the long-standing tension between $V_{cb}$ determinations from inclusive and exclusive decays and the significant hints for lepton flavour universality violation in $b\to c\tau\nu$ and $b\to s\ell\ell$ decays. We perform a comprehensive model-independent analysis of new physics in $b\to c\ell\nu$, considering all combinations of scalar, vector and tensor interactions occuring in single-mediator scenarios. We include for the first time differential distributions of $B\to D^*\ell\nu$ angular observables for this purpose. We show that these are valuable in constraining non-standard interactions. Specifically, the zero-recoil endpoint of the $B\to D\ell\nu$ spectrum is extremely sensitive to scalar currents, while the maximum-recoil endpoint of the $B\to D^*\ell\nu$ spectrum with transversely polarized $D^*$ is extremely sensitive to tensor currents. We also quantify the room for $e$-$\mu$ universality violation in $b\to c\ell\nu$ transitions, predicted by some models suggested to solve the $b\to c\tau\nu$ anomalies, from a global fit to $B\to D\ell\nu$ and $B\to D^*\ell\nu$ for the first time. Specific new physics models, corresponding to all possible tree-level mediators, are also discussed. As a side effect, we present $V_{cb}$ determinations from exclusive $B$ decays, both with frequentist and Bayesian statistics, leading to compatible results. The entire numerical analysis is based on open source code, allowing it to be easily adapted once new data or new form factors become available.",hep,hep-ex,0
Identification of High $\rm p_{\perp}$ Particles with the STAR-RICH Detector,The STAR-RICH detector extends the particle identification capapbilities of the STAR experiment for charged hadrons at mid-rapidity. This detector represents the first use of a proximity-focusing CsI-based RICH detector in a collider experiment. It provides identification of pions and kaons up to 3 GeV/c and protons up to 5 GeV/c. The characteristics and performance of the device in the inaugural RHIC run are described.,nucl,nucl-ex,Extraction of the pion distribution amplitude from polarized muon pair production,"We consider the production of muon pairs from the scattering of pions on longitudinally polarized protons. We calculate the cross section and the single spin asymmetry for this process, taking into account pion bound state effects. We work in the kinematic region where the photon has a large longitudinal momentum fraction, which allows us to treat the bound state problem perturbatively. Our predictions are directly proportional to the pion distribution amplitude. A measurement of the polarized Drell-Yan cross section thus allows the determination of the shape of the pion distribution amplitude.",nucl,nucl-th,0
Quark Pair Production in the Chiral Phase Transition,"The production of quarks and antiquarks during a sudden restoration of chiral symmetry, as it might occur in very energetic heavy ion collisions, is considered. If gluons are already present they can assist additively to the overall production: real gluons are partially decaying during such a chiral transition. The total number of produced quarks is calculated and found to be quite sizeable. It is speculated that such a phenomenon could give rise to a significant contribution to the overall quark pair creation in the preequilibrium stage of the heavy ion collision.",hep,hep-ph,Sfermion Precision Measurements at a Linear Collider,"At future e+- e- linear colliders, the event rates and clean signals of scalar fermion production - in particular for the scalar leptons - allow very precise measurements of their masses and couplings and the determination of their quantum numbers. Various methods are proposed for extracting these parameters from the data at the sfermion thresholds and in the continuum. At the same time, NLO radiative corrections and non-zero width effects have been calculated in order to match the experimental accuracy. The substantial mixing expected for the third generation sfermions opens up additional opportunities. Techniques are presented for determining potential CP-violating phases and for extracting tan(beta) from the stau sector, in particular at high values. The consequences of possible large mass differences in the stop and sbottom system are explored in dedicated analyses.",hep,hep-ex,0
Lattice calculation of $\kappa$ meson,"We study the $\kappa$ meson in 2+1 flavor QCD with sufficiently light $u/d$ quarks. Using numerical simulation we measure the point-to-point $\kappa$ correlators in the ""Asqtad"" improved staggered fermion formulation. We analyze those correlators using the rooted staggered chiral perturbation theory (rS$\chi$PT), particular attention is paid to the bubble contribution. After chiral extrapolation, we obtain the physical $\kappa$ mass with $828\pm97$ MeV, which is within the recent experimental value $800\sim900$MeV. These numerical simulations are carried out with MILC 2+1 flavor gauge configurations at lattice spacing $a \approx 0.12$ fm.",hep,hep-lat,"More on Penrose Limit of AdS_4 x Q^{1,1,1}","We consider a Penrose limit of AdS_4 x Q^{1,1,1} that provides the pp-wave geometry equal to the one in the Penrose limit of AdS_4 x S^7. We expect that there exists a subsector of three dimensional N=2 dual gauge theory which has enhanced N=8 maximal supersymmetry. We identify operators in the N=2 gauge theory with 11-dimensional supergravity KK excitations in the pp-wave geometry and describe how both the chiral multiplets and semi-conserved multiplets fall into N=8 supermultiplets.",hep,hep-th,0
Excitatory and inhibitory interactions affect the balance of chorus activity and energy efficiency in the aggregation of male frogs: Theoretical study using a hybrid dynamical model,"We theoretically study the role of excitatory and inhibitory interactions in the aggregations of male frogs. In most frogs, males produce sounds to attract conspecific females, which activates the calling behavior of other males and results in collective choruses. While the calling behavior is quite effective for mate attraction, it requires high energy consumption. In contrast, satellite behavior is an alternative mating strategy in which males deliberately stay silent in the vicinity of a calling male and attempt to intercept the female attracted to the caller, allowing the satellite males to drastically reduce their energy consumption while having a chance of mating. Here we propose a hybrid dynamical model in which male frogs autonomously switch among three behavioral states (i.e., calling state, resting state, and satellite state) due to the excitatory and inhibitory interactions. Numerical simulation of the proposed model demonstrated that (1) both collective choruses and satellite behavior can be reproduced and (2) the satellite males can prolong the energy depletion time of the whole aggregation while they split the maximum chorus activity into two levels over the whole chorusing period. This study theoretically highlights the trade-off between energy efficiency and chorus activity in the aggregations of male frogs driven by the multiple types of interactions.",nlin,nlin.AO,Energy Gradient Theory of Hydrodynamic Instability,"A new universal theory for flow instability and turbulent transition is proposed in this study. Flow instability and turbulence transition have been challenging subjects for fluid dynamics for a century. The critical condition of turbulent transition from theory and experiments differs largely from each other for Poiseuille flows. In this paper, a new mechanism of flow instability and turbulence transition is presented for parallel shear flows and the energy gradient theory of hydrodynamic instability is proposed. It is stated that the total energy gradient in the transverse direction and that in the streamwise direction of the main flow dominate the disturbance amplification or decay. A new dimensionless parameter K for characterizing flow instability is proposed for wall bounded shear flows, which is expressed as the ratio of the energy gradients in the two directions. It is thought that flow instability should first occur at the position of Kmax which may be the most dangerous position. This speculation is confirmed by Nishioka et al's experimental data. Comparison with experimental data for plane Poiseuille flow and pipe Poiseuille flow indicates that the proposed idea is really valid. It is found that the turbulence transition takes place at a critical value of Kmax of about 385 for both plane Poiseuille flow and pipe Poiseuille flow, below which no turbulence will occur regardless the disturbance. More studies show that the theory is also valid for plane Couette flows and Taylor-Couette flows between concentric rotating cylinders.",nlin,nlin.CD,0
Specific viscosity of neutron-rich nuclear matter from a relaxation time approach,"The specific viscosity of neutron-rich nuclear matter is studied from the relaxation time approach using an isospin- and momentum-dependent interaction and the nucleon-nucleon cross sections taken as those from the experimental data modified by the in-medium effective masses as used in the IBUU transport model calculations. The relaxation time of neutrons is larger while that of protons is smaller in neutron-rich nuclear matter compared with that in symmetric nuclear matter, and this leads to a larger specific viscosity in neutron-rich nuclear matter. In addition, the specific viscosity decreases with increasing temperature because of more frequent collisions and weaker Pauli blocking effect at higher temperatures. At lower temperatures the specific viscosity increases with increasing density due to the Pauli blocking effect, while at higher temperatures it slightly decreases with increasing density as a result of smaller in-medium effective masses at higher densities.",nucl,nucl-th,Directed flow of antiprotons in Au+Au collisions at AGS,Directed flow of antiprotons is studied in Au+Au collisions at a beam momentum of 11.5A GeV/c. It is shown that antiproton directed flow is anti-correlated to proton flow. The measured transverse momentum dependence of the antiproton flow is compared with predictions of the RQMD event generator.,nucl,nucl-ex,0
Acoustic-like dynamics of amorphous drugs in the THz regime,"The high frequency dynamics of Indomethacin and Celecoxib glasses has been investigated by inelastic x-ray scattering, accessing a momentum-energy region still unexplored in amorphous pharmaceuticals. We find evidence of phonon-like acoustic dynamics, and determine the THz behavior of sound velocity and acoustic attenuation. Connections with ordinary sound propagation are discussed, along with the relation between fast and slow degrees of freedom as represented by non-ergodicity factor and kinetic fragility, respectively.",cond-mat,cond-mat.dis-nn,Current-Induced Motion of Narrow Domain Walls and Dissipation in Ferromagnetic Metals,"Spin transport equations in a non-homogeneous ferromagnet are derived in the limit where the sd exchange coupling between the electrons in the conduction band and those in the d band is dominant. It is shown that spin diffusion in ferromagnets assumes a tensor form. The diagonal terms are renormalized with respect to that in normal metals and enhances the dissipation in the magnetic system while the off-diagonal terms renormalize the precessional frequency of the conduction electrons and enhances the non-adiabatic spin torque. To demonstrate the new physics in our theory, we show that self-consistent solutions of the spin diffusion equations and the Landau-Lifshitz equations in the presence of a current lead to a an increase in the terminal velocity of a domain wall which becomes strongly dependent on its width. We also provide a simplified equation that predicts damping due to the conduction electrons.",cond-mat,cond-mat.mtrl-sci,0
"Comment on ""Validity of Einstein Relation in Disordered Organic Semiconductors""","Wetzelaer, Koster, and Blom [PRL 107, 066605] recently observed that the classic Einstein relation $\frac{D}{\mu}=\frac{kT}{q}$ is still valid in disordered semiconductors in thermal(quasi)equilibrium by studying the diffusion-driven currents of single-carrier diodes. This is in contrast to the previous theoretical prediction [2] and experiment observation from Leo et.al. [3] where the Einstein relation increases with 1/T. We will discuss the reason for this discrepancy here and suggest that one-carrier diodes experiment might nor be suitable for verifying Einstein relation in organic semiconductors.",cond-mat,cond-mat.dis-nn,Critical Behavior and Anisotropy in Single Crystal SrRuO$_3$,The magnetization of single crystal SrRuO3 is studied as a function of temperature along different crystallographic directions. The magnetocrystalline anisotropy and behavior near the critical transition temperature are analyzed in detail. The magnetization vs temperature is found to vary more like $T^2$ rather than $T^{3/2}$ expected for spin waves.,cond-mat,cond-mat.mtrl-sci,0
Taming Instabilities in Power Grid Networks by Decentralized Control,"Renewables will soon dominate energy production in our electric power system. And yet, how to integrate renewable energy into the grid and the market is still a subject of major debate. Decentral Smart Grid Control (DSGC) was recently proposed as a robust and decentralized approach to balance supply and demand and to guarantee a grid operation that is both economically and dynamically feasible. Here, we analyze the impact of network topology by assessing the stability of essential network motifs using both linear stability analysis and basin volume for delay systems. Our results indicate that if frequency measurements are averaged over sufficiently large time intervals, DSGC enhances the stability of extended power grid systems. We further investigate whether DSGC supports centralized and/or decentralized power production and find it to be applicable to both. However, our results on cycle-like systems suggest that DSGC favors systems with decentralized production. Here, lower line capacities and lower averaging times are required compared to those with centralized production.",nlin,nlin.AO,"Affine Lie group approach to a derivative nonlinear Schr\""odinger equatoin and its similarity reduction","The generalized Drinfel'd-Sokolov hierarchies studied by de Groot-Hollowood-Miramontes are extended from the viewpoint of Sato-Wilson dressing method. In the A_1^(1) case, we obtain the hierarchy that include the derivative nonlinear Schr\""odinger equation. We give two types of affine Weyl group symmetry of the hierarchy based on the Gauss decomposition of the A_1^(1) affine Lie group. The fourth Painlev\'e equation and their Weyl group symmetry are obtained as a similarity reduction. We also clarify the connection between these systems and monodromy preserving deformations.",nlin,nlin.SI,0
Lattice formulation of chiral gauge theories,"We present a general formulation of chiral gauge theories, which admits Dirac operators with more general spectra, reveals considerably more possibilities for the structure of the chiral projections, and nevertheless allows appropriate realizations. In our analyses we use two forms of the correlation functions which both also apply in the presence of zero modes and for any value of the index. To account properly for the conditions on the bases the concept of equivalence classes of pairs of them is introduced. The behaviors under gauge transformations and under CP transformations are unambiguously derived.",hep,hep-lat,Annihilation Rates of $^3D_2(2^{--})$ and $^3D_3(3^{--})$ Heavy Quarkonia,"We calculate the annihilation decay rates of the $^3D_2(2^{--})$ and $^3D_3(3^{--})$ charmonia and bottomonia by using the instantaneous Bethe-Salpeter method. The wave functions of states with quantum numbers $J^{PC}=2^{--}$ and $3^{--}$ are constructed. By solving the corresponding instantaneous Bethe-Salpeter equations, we obtain the mass spectra and wave functions of the quarkonia. The annihilation amplitude is written within Mandelstam formalism and the relativistic corrections are taken into account properly. This is important, especially for high excited states, since their relativistic corrections are large. The results for the $3g$ channel are as follows: $\Gamma_{^3D_2(c\bar c)\rightarrow ggg} = 9.24$ keV, $\Gamma_{^3D_3(c\bar c)\rightarrow ggg}=25.0$ keV, $\Gamma_{^3D_2(b\bar b)\rightarrow ggg}= 1.87$ keV, and $\Gamma_{^3D_3(b\bar b)\rightarrow ggg}= 0.815$ keV.",hep,hep-ph,0
Calculation of the Excitations of Dense Quark Matter at Zero Temperature,"Recently there has been a great deal of interest in studying the properties of dense quark matter, with particular reference to diquark condensates and color superconductivity. In the present work we report calculations made for the excitations of quark matter for relatively low densities of the deconfined phase and in the absence of meson or diquark condensation. Here, we are interested in elucidating the role of ""Pauli blocking"", as such blocking affects the calculation vector, scalar and pseudoscalar $q\bar q$ excitations. As a byproduct of our analysis, we extend our calculations to higher densities and explore some consequences of the use of density-dependent coupling parameters for the Nambu--Jona-Lasinio model. (Such density-dependent parameters have been used in some of our previous work.) For our analysis made at large values of the matter density, we assume that at about 13 times nuclear matter density quark matter has only minimal nonperturbative interactions. At that high density we compare the result for hadronic current correlation functions calculated with density-dependent and density-independent NJL coupling constants. We find evidence for the use of density-dependent parameters, since the results with the density-independent constants do not go over to the perturbative description which we assume to be correct for $\rho\simeq 6\rho_c$, where $\rho_c$ is the matter density for the finite-density confinement-deconfinement transition. The use of density-dependent coupling constants in the study of diquark condensates and color superconductivity has not been explored as yet, and is a topic requiring further investigation, particularly given the strong interest in the properties of dense quark matter and color superconductivity.",hep,hep-lat,Genus One Partition Function of the Calabi-Yau d-Fold embedded in ${CP^{d+1}}$,"For a one-parameter family of Calabi-Yau d-fold M embedded in ${{CP}^{d+1}}$, we consider a new quasi-topological field theory ${A^{\ast}}$(M)-model compared with the $A$(M)-model. The two point correlators on the sigma model moduli space (the hermitian metrics) are analyzed by the $A{A^{\ast}}$-fusion on the world sheet sphere. A set of equations of these correlators turns out to be a non-affine A-type Toda equation system for the d-fold M. This non-affine property originates in the vanishing first Chern class of M. Using the results of the $A{A^{\ast}}$-equation, we obtain a genus one partition function of the sigma model associated to the M in the recipe of the holomorphic anomaly. By taking an asymmetrical limit of the complexified {\kae} parameters ${\bar{t}\rightarrow \infty}$ and $t$ is fixed, the ${A^{\ast}}$(M)-model part is decoupled and we can obtain a partition function (or one point function of the operator ${{\cal O}^{(1)}}$ associated to a {\kae} form of M) of the $A$(M)-matter coupled with the topological gravity at the stringy one loop level. The coefficients of the series expansion with respect to an indeterminate $q:={e^{2\pi i t}}$ are integrals of the top Chern class of the vector bundle {\Large $\nu $} over the moduli space of stable maps with definite degrees.",hep,hep-th,0
(Anti-)deuteron production and anisotropic flow measured with ALICE at the LHC,"The high abundance of (anti-)deuterons in the statistics gathered in Run 1 of the LHC and the excellent performance of the ALICE setup allow for the simultaneous measurement of the elliptic flow and the deuteron production rates with a large transverse momentum ($p_{\rm T}$) reach. The (anti-) deuterons are identified using the specific energy loss in the time projection chamber and the velocity information in the time-of-flight detector. The elliptic flow of (anti-)deuterons can provide insight into the production mechanisms of particles in heavy-ion collisions. Quark coalescence is one of the approaches to describe the elliptic flow of hadrons, while the production of light nuclei can be also depicted as a coalescence of nucleons. In these proceedings, the measured $v_{2}$ of deuterons produced in Pb--Pb collisions at $\sqrt{s_{\mathrm{NN}}}$=2.76TeV will be compared to expectations from coalescence and hydrodynamic models.",nucl,nucl-ex,Octupole deformations in actinides at high spins within the cranking Skyrme-Hartree-Fock approach,"The cranked Skyrme III effective Hamiltonian is applied for the analysis of the rotational dependence of the quadrupole and octupole moments in Ra, Th, and U isotopes. A comparison of the intrinsic electric dipole moments calculated in the model with available experimental and theoretical values is presented. It is found that the non-axial octupole deformation $Y_{32}$ becomes favorable at high spins for the actinide nuclei.",nucl,nucl-th,0
A Unified Framework for Information Consumption Based on Markov Chains,"This paper establishes a Markov chain model as a unified framework for understanding information consumption processes in complex networks, with clear implications to the Internet and big-data technologies. In particular, the proposed model is the first one to address the formation mechanism of the ""trichotomy"" in observed probability density functions from empirical data of various social and technical networks. Both simulation and experimental results demonstrate a good match of the proposed model with real datasets, showing its superiority over the classical power-law models.",physics,physics.soc-ph,Active nematic materials with substrate friction,"Active turbulence in dense active systems is characterized by high vorticity on a length scale that is large compared to that of individual entities. We describe the properties of active turbulence as momentum propagation is screened by frictional damping. As friction is increased, the spacing between the walls in the nematic director field decreases as a consequence of the more rapid velocity decays. This leads to, first, a regime with more walls and an increased number of topological defects, and then to a jammed state in which the walls deliminate bands of opposing flow, analogous to the shear bands observed in passive complex fluids.",physics,physics.flu-dyn,0
Comparison of cosmological parameter inference methods applied to supernovae lightcurves fitted with SALT2,"We present a comparison of two methods for cosmological parameter inference from supernovae Ia lightcurves fitted with the SALT2 technique. The standard chi-square methodology and the recently proposed Bayesian hierarchical method (BHM) are each applied to identical sets of simulations based on the 3-year data release from the Supernova Legacy Survey (SNLS3), and also data from the Sloan Digital Sky Survey (SDSS), the Low Redshift sample and the Hubble Space Telescope (HST), assuming a concordance LCDM cosmology. For both methods, we find that the recovered values of the cosmological parameters, and the global nuisance parameters controlling the stretch and colour corrections to the supernovae lightcurves, suffer from small biasses. The magnitude of the biasses is similar in both cases, with the BHM yielding slightly more accurate results, in particular for cosmological parameters when applied to just the SNLS3 single survey data sets. Most notably, in this case, the biasses in the recovered matter density $\Omega_{\rm m,0}$ are in opposite directions for the two methods. For any given realisation of the SNLS3-type data, this can result in a $\sim 2 \sigma$ discrepancy in the estimated value of $\Omega_{\rm m,0}$ between the two methods, which we find to be the case for real SNLS3 data. As more higher and lower redshift SNIa samples are included, however, the cosmological parameter estimates of the two methods converge.",astro-ph,astro-ph.CO,Multi-Messenger Gravitational Wave Searches with Pulsar Timing Arrays: Application to 3C66B Using the NANOGrav 11-year Data Set,"When galaxies merge, the supermassive black holes in their centers may form binaries and, during the process of merger, emit low-frequency gravitational radiation in the process. In this paper we consider the galaxy 3C66B, which was used as the target of the first multi-messenger search for gravitational waves. Due to the observed periodicities present in the photometric and astrometric data of the source of the source, it has been theorized to contain a supermassive black hole binary. Its apparent 1.05-year orbital period would place the gravitational wave emission directly in the pulsar timing band. Since the first pulsar timing array study of 3C66B, revised models of the source have been published, and timing array sensitivities and techniques have improved dramatically. With these advances, we further constrain the chirp mass of the potential supermassive black hole binary in 3C66B to less than $(1.65\pm0.02) \times 10^9~{M_\odot}$ using data from the NANOGrav 11-year data set. This upper limit provides a factor of 1.6 improvement over previous limits, and a factor of 4.3 over the first search done. Nevertheless, the most recent orbital model for the source is still consistent with our limit from pulsar timing array data. In addition, we are able to quantify the improvement made by the inclusion of source properties gleaned from electromagnetic data to `blind' pulsar timing array searches. With these methods, it is apparent that it is not necessary to obtain exact a priori knowledge of the period of a binary to gain meaningful astrophysical inferences.",astro-ph,astro-ph.IM,0
Predictive data-driven model based on generative adversarial network for premixed turbulence-combustion regimes,"Premixed flames exhibit different asymptotic regimes of interaction between heat release and turbulence depending on their respective length scales. At high Karlovitz number, the dilatation caused by heat release does not have any relevant effect on turbulent kinetic energy with respect to non-reacting flow, while at low Karlovitz number, the mean shear is a sink of turbulent kinetic energy, and counter-gradient transport is observed. This latter phenomenon is not well captured by closure models commonly used in Large Eddy Simulations that are based on gradient diffusion. The massive amount of data available from Direct Numerical Simulation (DNS) opens the possibility to develop data-driven models able to represent physical mechanisms and non-linear features present in both these regimes. In this work, the databases are formed by DNSs of two planar hydrogen/air flames at different Karlovitz numbers corresponding to the two asymptotic regimes. In this context, the Generative Adversarial Network (GAN) gives the possibility to successfully recognize and reconstruct both gradient and counter-gradient phenomena if trained with databases where both regimes are included. Two GAN models were first trained each for a specific Karlovitz number and tested using the same dataset in order to verify the capability of the models to learn the features of a single asymptotic regime and assess its accuracy. In both cases, the GAN models were able to reconstruct the Reynolds stress subfilter scales accurately. Later, the GAN was trained with a mixture of both datasets to create a model containing physical knowledge of both combustion regimes. This model was able to reconstruct the subfilter scales for both cases capturing the interaction between heat release and turbulence closely to the DNS as shown from the turbulent kinetic budget and barycentric maps.",physics,physics.flu-dyn,Relativistic magnetic reconnection driven by a laser interacting with a micro-scale plasma slab,"Magnetic reconnection is a fundamental plasma process associated with conversion of the embedded magnetic field energy into kinetic and thermal plasma energy, via bulk acceleration and Ohmic dissipation. In many high-energy astrophysical events, magnetic reconnection is invoked to explain the non-thermal signatures. However, the processes by which field energy is transferred to the plasma to power the observed emission are still not properly understood. Here, via 3D particle-in-cell simulations of a readily available (TW-mJ-class) laser interacting with a micro-scale plasma slab, we show that when the electron beams excited on both sides of the slab approach the end of the plasma structure, ultrafast relativistic magnetic reconnection occurs in a magnetically-dominated (low-$\beta$) plasma. The resulting efficient particle acceleration leads to the emission of relativistic electron jets with cut-off energy $\sim$ 12 MeV. The proposed scenario can significantly improve understanding of fundamental questions such as reconnection rate, field dissipation and particle acceleration in relativistic magnetic reconnection.",physics,physics.plasm-ph,0
Complex central structures suggest complex evolutionary paths for barred S0 galaxies,"We investigate three barred lenticular galaxies (NGC 2681, NGC 3945 and NGC 4371) which were previously reported to have complex central structures but without a detailed structural analysis of these galaxies' high-resolution data. We have therefore performed four- to six-component (pseudo-)bulge/disk/bar/ring/point source) decompositions of the composite (Hubble Space Telescope plus ground-based) surface brightness profiles. We find that NGC 2681 hosts three bars, while NGC 3945 and NGC 4371 are double- and single-barred galaxies, respectively, in agreement with past isophotal analysis. We find that the bulges in these galaxies are compact, and have S\'ersic indices of $n\sim 2.2 - 3.6$ and stellar masses of $M_{*}$ $\sim 0.28\times10^{10} - 1.1\times10^{10} M_{\sun}$. NGC 3945 and NGC 4371 have intermediate-scale `pseudo-bulges' that are well described by a S\'ersic model with low $n \la 0.5$ instead of an exponential ($n=1$) profile as done in the past. We measure emission line fluxes enclosed within 9 different elliptical apertures, finding that NGC 2681 has a LINER-type emission inside $R \sim 3\arcsec$, but the emission line due to star formation is significant when aperture size is increased. In contrast, NGC 3945 and NGC 4371 have composite (AGN plus star forming)- and LINER-type emissions inside and outside $R \sim 2\arcsec$, respectively. Our findings suggest that the three galaxies have experienced a complex evolutionary path. The bulges appear to be consequences of an earlier violent merging event while subsequent disk formation via gas accretion and bar-driven perturbations may account for the build-up of pseudo-bulges, bars, rings and point sources.",astro-ph,astro-ph.GA,The mean free path of hydrogen ionizing photons during the epoch of reionization,"We use the Aurora radiation-hydrodynamical simulations to study the mean free path (MFP) for hydrogen ionizing photons during the epoch of reionization. We directly measure the MFP by averaging the distance 1 Ry photons travel before reaching an optical depth of unity along random lines-of-sight. During reionization the free paths tend to end in neutral gas with densities near the cosmic mean, while after reionizaton the end points tend to be overdense but highly ionized. Despite the increasing importance of discrete, over-dense systems, the cumulative contribution of systems with $N_{\rm{HI}} \lesssim 10^{16.5}~{\rm cm^{-2}}$ suffices to drive the MFP at $z \approx 6$, while at earlier times higher column densities are more important. After reionization the typical size of HI systems is close to the local Jeans length, but during reionization it is much larger. The mean free path for photons originating close to galaxies, $\rm{MFP_{gal}}$, is much smaller than the cosmic MFP. After reionization this enhancement can remain significant up to starting distances of $\sim 1$ comoving Mpc. During reionization, however, $\rm{MFP_{gal}}$ for distances $\sim 10^2 - 10^3$ comoving kpc typically exceeds the cosmic MFP. These findings have important consequences for models that interpret the intergalactic MFP as the distance escaped ionizing photons can travel from galaxies before being absorbed and may cause them to under-estimate the required escape fraction from galaxies, and/or the required emissivity of ionizing photons after reionization.",astro-ph,astro-ph.CO,0
"Attractive Inverse Square Potential, U(1) Gauge, and Winding Transitions","The inverse square potential arises in a variety of different quantum phenomena, yet notoriously it must be handled with care: it suffers from pathologies rooted in the mathematical foundations of quantum mechanics. We show that its recently studied conformality-breaking corresponds to an infinitely smooth winding-unwinding topological transition for the {\it classical} statistical mechanics of a one-dimensional system: this describes the the tangling/untangling of floppy polymers under a biasing torque. When the ratio between torque and temperature exceeds a critical value the polymer undergoes tangled oscillations, with an extensive winding number. At lower torque or higher temperature the winding number per unit length is zero. Approaching criticality, the correlation length of the order parameter---the extensive winding number---follows a Kosterlitz-Thouless type law. The model is described by the Wilson line of a (0+1) $U(1)$ gauge theory, and applies to the tangling/untangling of floppy polymers and to the winding/diffusing kinetics in diffusion-convection-reactions.",cond-mat,cond-mat.soft,Superconductivity without inversion and time-reversal symmetries,"The traditional symmetries that protect superconductivity are time-reversal and inversion. Here, we examine the minimal symmetries protecting superconductivity in two dimensions and find that time-reversal symmetry and inversion symmetry are not required, and having a combination of either symmetry with a mirror operation on the basal plane is sufficient. We classify superconducting states stabilized by these two symmetries, when time-reversal and inversion symmetries are not present, and provide realistic minimal models as examples. Interestingly, several experimentally realized systems, such as transition metal dichalcogenides and the two-dimensional Rashba system belong to this category, when subject to an applied magnetic field.",cond-mat,cond-mat.supr-con,0
