title_1,abstract_1,subcategory_1,subsubcategory_1,title_2,abstract_2,subcategory_2,subsubcategory_2,label
Disorder-induced rippled phases and multicriticality in free-standing graphene,"One of the most exciting phenomena observed in crystalline disordered membranes, including a suspended graphene, is rippling, i.e. a formation of static flexural deformations. Despite an active research, it still remains unclear whether the rippled phase exists in the thermodynamic limit, or it is destroyed by thermal fluctuations. We demonstrate that a sufficiently strong short-range disorder stabilizes ripples, whereas in the case of a weak disorder the thermal flexural fluctuations dominate in the thermodynamic limit. The phase diagram of the disordered suspended graphene contains two separatrices: the crumpling transition line dividing the flat and crumpled phases and the rippling transition line demarking the rippled and clean phases. At the intersection of the separatrices there is the unstable, multicritical point which splits up all four phases. Most remarkably, rippled and clean flat phases are described by a single stable fixed point which belongs to the rippling transition line. Coexistence of two flat phases in the single point is possible due to non-analiticity in corresponding renormalization group equations and reflects non-commutativity of limits of vanishing thermal and rippling fluctuations.",cond-mat,cond-mat.mes-hall,Characterizing multi-mode nonlinear dynamics of nanomechanical resonators,"Mechanical nonlinearities dominate the motion of nanoresonators already at relatively small oscillation amplitudes. Although single and coupled two-degrees-of-freedom models have been used to account for experimentally observed nonlinear effects, it is shown that these models quickly deviate from experimental findings when multiple modes influence the nonlinear response. Here, we present a nonlinear reduced-order modelling methodology based on FEM simulations for capturing the global nonlinear dynamics of nanomechanical resonators. Our physics-based approach obtains the quadratic and cubic nonlinearities of resonators over a wide frequency range that spans 70 MHz. To qualitatively validate our approach, we perform experiments on a graphene nanodrum driven opto-thermally and show that the model can replicate diverse ranges of nonlinear phenomena, including multi-stability, parametric resonance, and different internal resonances without considering any empirical nonlinear fitting parameters. By providing a direct link between microscopic geometry, material parameters, and nonlinear dynamic response, we clarify the physical significance of nonlinear parameters that are obtained from fitting the dynamics of nanomechanical systems, and provide a route for designing devices with desired nonlinear behaviour.",cond-mat,cond-mat.mes-hall,1
Supercooled Liquids under Shear: Computational Approach,"We have performed molecular dynamics simulations for a model two-dimensional soft-core mixture in a supercooled state. The mixture exhibits a slow structural relaxation in a quiescent state, however, the relaxation is much enhanced in sheared states. There observed surprisingly small anisotropy both in the coherent and incoherent density correlation functions even under extremely strong shear which is $10^3$ times faster than the structural relaxation rate. The present simulation results agree well with predictions of the recently developed mode-coupling theory in shear.",cond-mat,cond-mat.soft,The effect of curvature on cholesteric doughnuts,"The confinement of liquid crystals inside curved geometries leads to exotic structures, with applications ranging from bio-sensors to optical switches and privacy windows. Here we study how curvature affects the alignment of a cholesteric liquid crystal. We model the system on the mesoscale using the Landau-de Gennes model. Our study was performed in three stages, analysing different curved geometries from cylindrical walls and pores, to toroidal domains, in order to isolate the curvature effects. Our results show that the stresses introduced by the curvature influence the orientation of the liquid crystal molecules, and cause distortions in the natural periodicity of the cholesteric that depend on the radius of curvature and on the commensurability between the pitch and the dimensions of the system. In particular, the cholesteric layers of toroidal droplets exhibit a symmetry breaking not seen in cylindrical pores and that is driven by the additional curvature.",cond-mat,cond-mat.soft,1
Phenomenological Estimation of Parameters in minimal Supergravity Model,"Several parameters of the minimal supergravity model are estimated by the method of the renormalization group. In this model, five arbitrary parameters $(m_0, m_{1/2}, \tan{\beta}, A_0, {sig}(\mu))$ are contained. $\tan{\beta}$ is evaluated as 7.5 by the likelihood analysis of the gauge and Yukawa coupling constants. Further, the trilinear coupling constant $A_0$ is fixed by the equation of $B_0=(A_0-1)m_0$ at the GUT scale $M_X \simeq 2\times10^{16}$(GeV) and by the Higgs potential at the Z-boson mass scale $M_Z=$91(GeV). As the results, (1) allowed $m_0-m_{1/2}$ regions, (2) the sparticle mass spectra, and (3) the lightest supersymmetric particle mass are shown in this paper.",hep,hep-ph,Transverse momentum and pseudorapidity dependences of $'\bm{Mach-like}'$ correlations for central Au + Au collisions at $\sqrt{s_{NN}}$ = 200 GeV,"The transverse momentum and pseudorapidity dependences of partonic {`\it{Mach-like}'} shock wave have been studied by using a multi-phase transport model (AMPT) with both partonic and hadronic interactions. The splitting parameter $D$, i.e. half distance between two splitting peaks on away side in di-hadron azimuthal angular ($\Delta\phi$) correlations, slightly increases with the transverse momentum of associated hadrons ($p^{assoc}_T$), which is consistent with preliminary experimental trend, owing to different interaction-lengths/numbers between wave partons and medium in strong parton cascade. On the other hand, the splitting parameter $D$ as a function of pseudorapidity of associated hadrons ($\eta^{assoc}$), keeps flat in mid-pseudorapidity region and rapidly drops in high-pseudorapidity region, which is as a result of different violent degrees of jet-medium interactions in the medium that has different energy densities in the longitudinal direction. It is proposed that the research on the properties of {`\it{Mach-like}'} correlation can shed light on the knowledge of both partonic and hadronic interactions at RHIC.",hep,hep-ph,1
Comment on: ``Trace anomaly of dilaton coupled scalars in two dimensions'',The trace anomaly for nonminimally coupled scalars in spherically reduced gravity obtained by Bousso and Hawking (hep-th/9705236) is incorrect. We explain the reasons for the deviations from our correct (published) result which is supported by several other recent papers.,hep,hep-th,"Generalized Uncertainty Principle, Extra-dimensions and Holography","We consider Uncertainty Principles which take into account the role of gravity and the possible existence of extra spatial dimensions. Explicit expressions for such Generalized Uncertainty Principles in 4+n dimensions are given and their holographic properties investigated. In particular, we show that the predicted number of degrees of freedom enclosed in a given spatial volume matches the holographic counting only for one of the available generalizations and without extra dimensions.",hep,hep-th,1
Investigating saturation effects in ultraperipheral collisions at the LHC with the color dipole model,"We investigate saturation effects in $ep$ scattering as well as in ultraperipheral $p$A and AA collisions at small $x$ with four variants of the impact parameter dependent color dipole model: with and without gluon saturation and with and without a novel mechanism that suppresses unphysical dipole radii above the confinement scale, a problem not addressed by most implementations. We show that $ep$ scattering at HERA can be very well described by any of the four variants. When going from $ep$ to $e$A scattering, saturation effects are expected to increase as $\sim$A$^{1/3}$. In lieu of an electron-ion collider, we confront the different versions of the dipole model with data recorded in ultraperipheral collisions at the LHC in order to estimate the sensitivity of the data to gluon saturation in the target nuclei. We find that ultraperipheral PbPb collisions indicate strong saturation effects while $p$Pb collisions turn out to not have any discriminating power to distinguish saturation from non-saturation scenarios.",nucl,nucl-ex,Alpha-induced reactions for the astrophysical p-process: the case of 151Eu,"The cross sections of 151Eu(alpha,gamma)155Tb and 151Eu(alpha,n)154Tb reactions have been measured with the activation method. Some aspects of the measurement are presented here to illustrate the requirements of experimental techniques needed to obtain nuclear data for the astrophysical p-process nucleosynthesis. Preliminary cross section results are also presented and compared with the predictions of statistical model calculations.",nucl,nucl-ex,1
The Rate and Spatial Distribution of Novae in M31 as Determined by a Twenty-Year Survey,"A long-term (1995-2016) survey for novae in the nearby Andromeda galaxy (M31) was conducted as part of the Research-Based Science Education initiative. During the course of the survey 180 nights of observation were completed at Kitt Peak, Arizona. A total of 262 novae were either discovered or confirmed, 40 of which have not been previously reported. Of these, 203 novae form a spatially-complete sample detected by the KPNO/WIYN 0.9-m telescope within a $20'\times20'$ field centered on the nucleus of M31. An additional 50 novae are part of a spatially-complete sample detected by the KPNO 4-m telescope within a larger $36'\times36'$ field. Consistent with previous studies, it is found that the spatial distribution of novae in both surveys follows the bulge light of M31 somewhat more closely than the overall background light of the galaxy. After correcting for the limiting magnitude and the spatial and temporal coverage of the surveys, a final nova rate in M31 is found to be $R=40^{+5}_{-4}$ yr$^{-1}$, which is considerably lower than recent estimates. When normalized to the $K$-band luminosity of M31, this value yields a luminosity-specific nova rate, $\nu_K = 3.3\pm0.4$ yr$^{-1} [10^{10} L_{\odot,K}]^{-1}$. By scaling the M31 nova rate using the relative infrared luminosities of M31 and our Galaxy, a nova rate of $R_\mathrm{G}=28^{+5}_{-4}$ is found for the Milky Way.",astro-ph,astro-ph.GA,Rotating and infalling motion around the high-mass young stellar object Cepheus A-HW2 observed with the methanol maser at 6.7 GHz,"We have measured the internal proper motions of the 6.7 GHz methanol masers associated with Cepheus A (Cep A) HW2 using Very Long Baseline Interferometery (VLBI) observations. We conducted three epochs of VLBI monitoring observations of the 6.7 GHz methanol masers in Cep A-HW2 with the Japanese VLBI Network (JVN) over the period between 2006-2008. In 2006, we were able to use phase-referencing to measure the absolute coordinates of the maser emission with an accuracy of a few milliarcseconds. We compared the maser distribution with other molecular line observations that trace the rotating disk. We measured the internal proper motions for 29 methanol maser spots, of which 19 were identified at all three epochs and the remaining ten at only two epochs. The magnitude of proper motions ranged from 0.2 to 7.4 km/s, with an average of 3.1 km/s. Although there are large uncertainties in the observed internal proper motions of the methanol maser spots in Cep A, they are well fitted by a disk that includes both rotation and infall velocity components. The derived rotation and infall velocities at the disk radius of 680 au are 0.5 +- 0.7 and 1.8 +- 0.7 km/s, respectively. Assuming that the modeled disk motion accurately represents the accretion disk around the Cep A-HW2 high-mass YSO, we estimated the mass infall rate to be 3 x 10^{-4} n_8 Msun/yr (n_8 is the gas volume density in units of 10^{8} cm^{-3}). The combination of the estimated mass infall rate and the magnitude of the fitted infall velocity suggests that Cep A-HW2 is at an evolutionary phase of active gas accretion from the disk onto the central high-mass YSO. The infall momentum rate is estimated to be 5 x 10^{-4} n_8 Msun/yr km/s, which is larger than the estimated stellar radiation pressure of the HW2 object, supporting the hypothesis that this object is in an active gas accretion phase.",astro-ph,astro-ph.GA,1
The leading non-perturbative coefficient in the weak-coupling expansion of hot QCD pressure,"Using Numerical Stochastic Perturbation Theory within three-dimensional pure SU(3) gauge theory, we estimate the last unknown renormalization constant that is needed for converting the vacuum energy density of this model from lattice regularization to the MSbar scheme. Making use of a previous non-perturbative lattice measurement of the plaquette expectation value in three dimensions, this allows us to approximate the first non-perturbative coefficient that appears in the weak-coupling expansion of hot QCD pressure.",hep,hep-ph,Exclusive (Lambda_b -> Lambda l^+ l^-) decay beyond standard model,"Using the most general, model independent form of the effective Hamiltonian, the exclusive, rare baryonic (Lambda_b -> Lambda l^+ l^- ~l=\mu,\tau) decay is analyzed. We study sensitivity of the branching ratio and lepton forward-backward asymmetry to the new Wilson coefficients. Is is shown that these physical quantities are quite sensitive to the new Wilson coefficients. Determination of the position of zero value of the forward-backward asymmetry can serve as a useful tool for establishing new physics beyond the standard model, as well as fixing the sign of the new Wilson coefficients.",hep,hep-ph,1
"ADJOINT ""QUARK"" COLOR FIELDS IN FOUR-DIMENSIONAL LATTICE GAUGE THEORY: VACUUM SCREENING AND PENETRATION","The fields generated by ``quarks'' in the adjoint representation of SU(2) color are analyzed in the scaling region of the four-dimensional lattice theory. Evidence of vacuum screening of adjoint quarks is obtained from a comparison of quark-antiquark ($Q \bar Q$) flux-tubes for quarks in the adjoint (``isospin'' $j=1$) and fundamental ($j=1/2$) representations. The component ${\cal E}_j$ of the color-electric field strength in the direction parallel to the $Q \bar Q$ axis is calculated. Near the quarks the ratio of fields ${\cal E}_{j=1} / {\cal E}_{j=1/2}$ approaches the value 8/3, which is equal to the ratio of SU(2) Casimirs. In between the quarks, the ratio falls well below 8/3 at large $R$. ${\cal E}_j$ also falls off rapidly as a function of distance $x_\perp$ perpendicular to the $Q \bar Q$ axis. However, the ratio ${\cal E}_{j=1} / {\cal E}_{j=1/2}$ depends very weakly on $x_\perp$. The flux-tubes in the two representations thus appear to have very similar cross-sections. This result could imply that the QCD vacuum is dual to a type I superconductor.",hep,hep-lat,QED on a momentum lattice,We investigate the possibility of doing momentum space lattice simulations as an alternative to the conventional method. The procedure is introduced and tested for quenched QED2 and quenched QED3. Interesting physical applications to unquenched QED3 and quenched QED4 are also briefly discussed.,hep,hep-lat,1
Utilizing the Updated Gamma-Ray Bursts and Type Ia Supernovae to Constrain the Cardassian Expansion Model and Dark Energy,"We update gamma-ray burst (GRB) luminosity relations among certain spectral and light-curve features with 139 GRBs. The distance modulus of 82 GRBs at $z>1.4$ can be calibrated with the sample at $z\leq1.4$ by using the cubic spline interpolation method from the Union2.1 Type Ia supernovae (SNe Ia) set. We investigate the joint constraints on the Cardassian expansion model and dark energy with 580 Union2.1 SNe Ia sample ($z<1.4$) and 82 calibrated GRBs data ($1.4<z\leq8.2$). In $\Lambda$CDM, we find that adding 82 high-\emph{z} GRBs to 580 SNe Ia significantly improves the constrain on $\Omega_{m}-\Omega_{\Lambda}$ plane. In the Cardassian expansion model, the best fit is $\Omega_{m}= 0.24_{-0.15}^{+0.15}$ and $n=0.16_{-0.52}^{+0.30}$ $(1\sigma)$, which is consistent with the $\Lambda$CDM cosmology $(n=0)$ in the $1\sigma$ confidence region. We also discuss two dark energy models in which the equation of state $w(z)$ is parametrized as $w(z)=w_{0}$ and $w(z)=w_{0}+w_{1}z/(1+z)$, respectively. Based on our analysis, we see that our Universe at higher redshift up to $z=8.2$ is consistent with the concordance model within $1\sigma$ confidence level.",astro-ph,astro-ph.HE,Leptogenesis in supersymmetry with one $L$ violating coupling,We have shown a new scenario of successful leptogenesis with one $L$ violating coupling and a relative Majorana phase playing the role of $CP$ violation. This is in contrast to the usual consideration of Feynman diagram with at least two $L$ violating couplings. We have considered $R$-parity violating Minimal Supersymmetric Standard Model (MSSM) for leptogenesis at TeV scale. This scenario is also consistent with generating light neutrino mass if asymmetry is generated through semileptonic $\lambda^{\prime}$ coupling.,astro-ph,astro-ph.HE,1
Improving sound absorption through nonlinear active electroacoustic resonators,"Absorbing airborne noise at frequencies below 300 Hz is a particularly vexing problem due to the absence of natural sound absorbing materials at these frequencies. The prevailing solution for low-frequency sound absorption is the use of passive narrow-band resonators, whose absorption level and bandwidth can be further enhanced using nonlinear effects. However, these effects are typically triggered at high intensity levels, without much control over the form of the nonlinear absorption mechanism. In this study, we propose, implement, and experimentally demonstrate a nonlinear active control framework on an electroacoustic resonator prototype, allowing for unprecedented control over the form of non-linearity, and arbitrarily low sound intensity thresholds. More specifically, the proposed architecture combines a linear feedforward control on the front pressure through a first microphone located at the front face of the loudspeaker, and a nonlinear feedback on the membrane displacement estimated through the measurement of the pressure inside the back cavity with a second microphone located in the enclosure. It is experimentally shown that even at a weak excitation level, it is possible to observe and control the nonlinear behaviour of the system. Taking the cubic nonlinearity as an example, we demonstrate numerically and experimentally that in the low frequency range ([50 Hz, 500 Hz]), the nonlinear control law allows improving the sound absorption performance, i.e. enlarging the bandwidth of optimal sound absorption while increasing the maximal absorption coefficient value, and producing only a negligible amount of nonlinear distortion. The reported experimental methodology can be extended to implement various types of hybrid linear and/or nonlinear controls, thus opening new avenues for managing wave nonlinearity and achieving non-trivial wave phenomena.",physics,physics.app-ph,Bidirectional electro-optic conversion reaching 1% efficiency with thin-film lithium niobate,"Superconducting cavity electro-optics (EO) presents a promising route to coherently convert microwave and optical photons and distribute quantum entanglement between superconducting circuits over long-distance through an optical network. High EO conversion efficiency demands transduction materials with strong Pockels effect and excellent optical transparency. Thin-film Lithium Niobate (TFLN) offers these desired characteristics however so far has only delivered unidirectional conversion with efficiencies on the order of $10^{-5}$, largely impacted by its prominent photorefractive (PR) effect at cryogenic temperatures. Here we show that, by mitigating the PR effect and associated charge-screening effect, the device's conversion efficiency can be enhanced by orders of magnitude while maintaining stable cryogenic operation, thus allowing a demonstration of conversion bidirectionality and accurate quantification of on-chip efficiency. With the optimized monolithic integrated superconducting EO device based on TFLN-on-sapphire substrate, an on-chip conversion efficiency of 1.02% (internal efficiency, 15.2%) is realized. Our demonstration indicates that with further device improvement, it is feasible for TFLN to approach unitary internal conversion efficiency.",physics,physics.app-ph,1
Anomalous Dynamics and Equilibration in the Classical Heisenberg Chain,"The search for departures from standard hydrodynamics in many-body systems has yielded a number of promising leads, especially in low dimension. Here we study one of the simplest classical interacting lattice models, the nearest-neighbour Heisenberg chain, with temperature as tuning parameter. Our numerics expose strikingly different spin dynamics between the antiferromagnet, where it is largely diffusive, and the ferromagnet, where we observe strong evidence either of spin super-diffusion or an extremely slow crossover to diffusion. This difference also governs the equilibration after a quench, and, remarkably, is apparent even at very high temperatures.",cond-mat,cond-mat.str-el,Electric Ferro-Axial Moment as Nanometric Rotator and Source of Longitudinal Spin Current,"An electric ferro-axial moment, which is characterized by a nonzero expectation value of a time-reversal-even axial vector, exhibits distinct spatial-inversion and time-reversal properties from conventional ferroelectric, ferromagnetic, and ferro-magnetoelectric orders. Nevertheless, physical properties characteristic of the electric ferro-axial moment have been obscure owing to the absence of its conjugate electromagnetic fields. We theoretically investigate consequences of the presence of the ferro-axial moment on the basis of the symmetry and microscopic model analyses. We show that atomic-scale electric toroidal multipoles are the heart of the ferro-axial moment, which act as a nanometric rotator against external stimuli. Furthermore, we propose an intrinsic generation of a spin current parallel to an applied electric field in both metals and insulators. Our results not only provide a deep microscopic understanding of the role of the ferro-axial moment but also stimulate a new development for functional materials with use of the electric toroidal moment.",cond-mat,cond-mat.str-el,1
Investigations of Azimuthal Asymmetry in Semi-Inclusive Leptoproduction,"We consider the azimuthal asymmetries in semi-inclusive deep inelastic leptoproduction arising due to both perturbative and nonperturbative effects at HERMES energies and show that the $k_T^2/Q^2$ order corrections to $< \cos\phi >$ and $< \cos2\phi >$ are significant. We also reconsider the results of perturbative effects for $< \cos\phi >$ at large momentum transfers \cite{A1} using the more recent sets of scale-dependent distribution and fragmentation functions, which bring up to $18{%}$ difference in $< \cos\phi >$. In the same approach we calculate the $< \cos2\phi >$ as well.",hep,hep-ph,Associated top quark pair production with a heavy boson: differential cross sections at NLO+NNLL accuracy,"We present theoretical predictions for selected differential cross sections for the process $pp \to t \bar{t} B$ at the LHC, where $B$ can be a Higgs ($H$), a $Z$ or a $W$ boson. The predictions are calculated in the direct QCD framework up to the next-to-next-leading logarithmic (NNLL) accuracy and matched to the complete NLO results including QCD and electroweak effects. Additionally, results for the total cross sections are provided. The calculations deliver a significant improvement of the theoretical predictions, especially for the $t \bar{t} H$ and the $t \bar{t} Z$ production. In these cases, predictions for both the total and differential cross sections are remarkably stable with respect to the central scale choice and carry a substantially reduced scale uncertainty in comparison with the complete NLO predictions.",hep,hep-ph,1
Charmed mesons and leptons from semileptonic decays at the LHC,"We discuss production of charmed mesons as well as electrons/muons from semileptonic decays of charm and bottom mesons in proton-proton collisions at the LHC. The cross section for inclusive production of $c \bar c$ and $b \bar b$ pairs is calculated in the framework of the $k_{\perp}$-factorization approach. Here, the KMR and Jung CCFM unintegrated gluon distribution functions are used. Theoretical uncertainties of the model related to the choice of renormalization and factorization scales as well as due to the quark mass are also discussed. The hadronization of charm and bottom quarks is included within the fragmentation functions technique. Inclusive differential distributions in transverse momentum of charmed mesons are presented and compared to recent results of the ALICE collaboration. Furthermore, we also consider production of different $D \bar D$ pairs in unique kinematics of forward rapidities of the LHCb experiment. Kinematical correlations in azimuthal angle $\varphi_{D\bar D}$ and invariant mass $M_{D \bar D}$ distributions are presented and compared to LHCb data. Furthermore, the semileptonic decays of charm and bottom mesons are done with the help of decay functions found by fitting recent semileptonic data obtained by the CLEO and BABAR collaborations. Inclusive differential distributions in transverse momentum of leptons for several kinematical regions are presented and compared to recent results of the ALICE and CMS collaborations.",hep,hep-ex,Novel experimental probes of QCD in SIDIS and $e^+e^-$ annihilation,"Semi-inclusive deep inelastic Scattering (SIDIS) has been a very successful tool to investigate the partonic structure of the nucleon over the last decade. Compared to inclusive DIS, information about the quantum numbers of the struck quark can be inferred from the identity, distribution and polarization of the final state hadrons. Up to now, virtually all knowledge about the quark-gluon structure of the nucleon from SIDIS has been gained from distributions of independently observed scalar hadrons. However, given the amount of data current and future experiments at JLab, RHIC, KEK and the EIC will collect, new paradigms have to be explored to leverage the statistical power of the data. Similar to other felds in nuclear and particle physics, it is natural to move towards the exploration of more complex correlations in the observed fi nal state. This contribution will discuss recent results and future prospects of using di-hadron correlations and polarized hyperon probes to study QCD in SIDIS, pp and e+e- annihilation. Both of these probes exploit additional degrees of freedom in the final state, given by the relative momentum of the di-hadron pair and the hyperon polarization, respectively. This contribution will focus on recent results and opportunities opened by these probes to study nucleon structure, hadronization and QCD in novel ways. The focus will be on planned SIDIS measurements at CLAS12 at JLab and e+e- at Belle II.",hep,hep-ex,1
"The Two-Parameter Brane Sigma-Model: M*, M' solutions and M-theory solutions dependent on exotic coordinates","We investigate two-parameter solutions of sigma-models on two dimensional symmetric spaces contained in E11. Embedding such sigma-model solutions in space-time gives solutions of M* and M'-theory where the metric depends on general travelling wave functions, as opposed to harmonic functions typical in general relativity, supergravity and M-theory. Weyl reflection allows such solutions to be mapped to M-theory solutions where the wave functions depend explicitly on extra coordinates contained in the fundamental representation of E11.",hep,hep-th,More on superstring chiral measures,"In this paper we study the expressions of the superstring chiral measures for $g\leq 5$. We obtain certain new expressions which are functions of higher powers of theta constants. For $g=3$ we show that the measures can be written in terms of fourth power of theta constants and for $g=4$ in terms of squares of theta constants. In both cases the forms $\Xi_8^{(g)}[0^{(g)}]$ appearing in the expression of the measures are defined on the whole Siegel upper half space. Instead, for $g=5$ we find a form $\Xi_8^{(5)}[0^{(5)}]$ which is a polynomial in the classical theta constants, well defined on the Siegel upper half space and satisfying some suitable constraints on the moduli space of curves (and not on the whole Siegel upper half space) that could be a candidate for the genus five superstring measure. Moreover, we discuss the problem of the uniqueness of this form in genus five. We also determine the dimension of certain spaces of modular forms and reinterpret the vanishing of the cosmological constant in terms of group representations.",hep,hep-th,1
Constraining the equation of state with heavy quarks in the quasi-particle model of QCD matter,"In a quasi-particle model of QCD matter at finite temperature with thermal masses for quarks and gluons from hard thermal loops, the equation of state (EOS) can be described by an effective temperature dependence of the strong coupling $g(T)$. Assuming the same effective coupling between the exchanged gluon and thermal partons, the EOS can also be related to parton energy loss.} Based on the quasi-particle linear Boltzmann transport (QLBT) model coupled to a (3+1)-dimensional viscous hydrodynamic model of the quark-gluon plasma (QGP) evolution and a hybrid fragmentation-coalescence model for heavy quark hadronization, we perform a Bayesian analysis of the experimental data on $D$ meson suppression $R_{\rm AA}$ and anisotropy $v_2$ at RHIC and the LHC. We achieve a simultaneous constraint on the QGP EOS and the heavy quark transport coefficient, both consistent with the lattice QCD results.",nucl,nucl-th,Global performance of covariant density functional theory in description of charge radii and related indicators,"A short review of existing efforts to understand charge radii and related indicators on a global scale within the covariant density functional theory (CDFT) is presented. Using major classes of covariant energy density functionals (CEDFs), the global accuracy of the description of experimental absolute and differential charge radii within the CDFT framework has been established. This assessment is supplemented by an evaluation of theoretical statistical and systematic uncertainties in the description of charge radii. New results on the accuracy of the description of differential charge radii in deformed actinides and light superheavy nuclei are presented and the role of octupole deformation in their reproduction is evaluated. Novel mechanisms leading to odd-even staggering in charge radii are discussed. Finally, we analyze the role of self-consistency effects in an accurate description of differential charge radii.",nucl,nucl-th,1
Ultralight Particle Dark Matter,"We review the physics case for very weakly coupled ultralight particles beyond the Standard Model, in particular for axions and axion-like particles (ALPs): (i) the axionic solution of the strong CP problem and its embedding in well motivated extensions of the Standard Model; (ii) the possibility that the cold dark matter in the Universe is comprised of axions and ALPs; (iii) the ALP explanation of the anomalous transparency of the Universe for TeV photons; and (iv) the axion or ALP explanation of the anomalous energy loss of white dwarfs. Moreover, we present an overview of ongoing and near-future laboratory experiments searching for axions and ALPs: haloscopes, helioscopes, and light-shining-through-a-wall experiments.",hep,hep-ph,Flavor Changing Neutral Higgs Couplings and Top-Charm Production at Next Linear Collider,"We explore the possibility of detecting flavor changing neutral Higgs couplings at the Next Linear Collider (NLC) through $e^+e^-\to \nu_e\bar{\nu_e} t\bar{c}$. In the framework of a general two-Higgs doublet model, we perform a complete calculation and find that $\sigma (e^+e^-\to \nu_e\nu_e t\bar{c}, \nu_e\bar{\nu_e} {\bar t}c)$ could reach $\sim 9$ fb for $\sqrt{s}=2 TeV$. This amounts to an annual production of 500 $t\bar{c}$ plus $\bar{t}c$ pairs at the NLC with an integrated luminosity of 50 fb$^{-1}$. The dependence of $tc$-production rate on the neutral scalar mixing angle is mild except when $\sin^2\alpha \to 0 or 1$. The $\nu\nu W^+W^-$ background should be manageable after $b$-tagging, while $\nu\nu t\bar t$ background should not be a problem when the signal event rate is still interesting. The process, together with $e^+e^-\to \nu_e\bar{\nu_e} W^+W^-, \nu_e\bar{\nu_e} ZZ$ studies, offer the chance of measuring the $t$-$c$-Higgs coupling.",hep,hep-ph,1
Soft gamma-ray constraints on a bright flare from the Galactic Center supermassive black hole,"Sagittarius A* (Sgr A*) is the supermassive black hole residing at the center of the Milky Way. It has been the main target of an extensive multiwavelength campaign we carried out in April 2007. Herein, we report the detection of a bright flare from the vicinity of the horizon, observed simultaneously in X-rays (XMM/EPIC) and near infrared (VLT/NACO) on April 4th for 1-2 h. For the first time, such an event also benefitted from a soft gamma-rays (INTEGRAL/ISGRI) and mid infrared (VLT/VISIR) coverage, which enabled us to derive upper limits at both ends of the flare spectral energy distribution (SED). We discuss the physical implications of the contemporaneous light curves as well as the SED, in terms of synchrotron, synchrotron self-Compton and external Compton emission processes.",astro-ph,astro-ph.HE,Contrasting X-ray/UV time-lags in Seyfert 1 galaxies NGC 4593 and NGC 7469 using AstroSat observations,"We study accretion disk-corona connection in Seyfert 1 galaxies using simultaneous UV/X-ray observations of NGC 4593 (July 14-18, 2016) and NGC 7469 (October 15-19, 2017) performed with AstroSat. We use the X-ray (0.5-7.0 keV) data acquired with the Soft X-ray Telescope (SXT) and the UV (FUV: 130-180 nm, NUV: 200-300 nm) data obtained with the Ultra-Violet Imaging Telescope (UVIT). We also use the contemporaneous Swift observations of NGC 4593 and demonstrate AstroSat's capability for X-ray/UV correlation studies. We performed UV/X-ray cross-correlation analysis using the Interpolated and the Discrete Cross-Correlation Functions and found similar results. In the case of NGC 4593, we found that the variations in the X-rays lead to those in the FUV and NUV bands by ~ 38 ks and ~ 44 ks, respectively. These UV lags favour the disk reprocessing model, they are consistent with the previous results within uncertainties. In contrast, we found an opposite trend in NGC 7469 where the soft X-ray variations lag those in the FUV and NUV bands by ~ 41 ks and ~ 49 ks, respectively. The hard lags in NGC 7469 favour the Thermal Comptonization model. Our results may provide direct observational evidence for the variable intrinsic UV emission from the accretion disk which acts as the seed for thermal Comptonization in a hot corona in a lamp-post like geometry. The non-detection of disk reverberation photons in NGC 7469, using AstroSat data, is most likely due to a high accretion rate resulting in a hot accretion disk and large intrinsic emission.",astro-ph,astro-ph.HE,1
Floquet edge solitons in modulated trimer waveguide arrays,"We show that one-dimensional Floquet trimer arrays with periodically oscillating waveguides support two different and co-existing types of topological Floquet edge states in two different topological gaps in Floquet spectrum. In these systems nontrivial topology is introduced by longitudinal periodic oscillations of the waveguide centers, leading to the formation of Floquet edge states in certain range of oscillation amplitudes despite the fact that the structure spends half of the period in ``instantaneously'' nontopological phase, and only during other half-period it is ``instantaneously'' topological. Two co-existing Floquet edge states are characterized by different phase relations between bright spots in the unit cell -- in one mode these spots are in-phase, while in other mode they are out-of-phase. We show that in focusing nonlinear medium topological Floquet edge solitons, representing exactly periodic nonlinear localized Floquet states, can bifurcate from both these types of linear edge states. Both types of Floquet edge solitons can be stable and can be created dynamically using two-site excitations.",physics,physics.optics,High power spatial single-mode quantum cascade lasers at 8.9 $\mu$m,"High performance of InP-based quantum cascade lasers emitting at $\lambda$ ~ 9$\mu$m are reported. Thick electroplated gold layer was deposited on top of the laser to improve heat dissipation. With one facet high reflection coated, the devices produce a maximum output power of 175mW at 40% duty cycle at room temperature and continuous-wave operation up to 278K.",physics,physics.optics,1
